Cliente;Edad;Renta;Sexo;EstadoCivil;NivelSocioEconomico;Departamento;AntiguedadCuenta_Meses;RegistraAdicionales;NumeroAdicionales;AntiguedadAdicionales_Meses;LineaCreditoNormal;SituacionCuenta;PromediodePagos;SaldoExtra;SaldoNormal;SaldoTotal;HabitodePago1;HabitodePago2;HabitodePago3;HabitodePago4;HabitodePago5;HabitodePago6;HabitodePago7;HabitodePago8;PeorHabito Pago;FlagRefinanciadoHistórico;FlagRefinanciado;DiasMora200812;DiasMora200901;DiasMora200902;DiasMora200903;DiasMora200904;DiasMora200905;CódigoInstitucion;PagaDespues;DispEfectivo;CalificacionSBS;CompraAnual_200806_200905;NroTransaccionesAnual_200806_200905;CompraMensualMaxima_200806_200905;Flag_Cliente
1702378;48;;F;S;D;LIMA;30.47;0;;;400;0;2;0;214;214;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;2;0;688.03;19;149.7;1
2265992;25;984;M;S;D;LIMA;7;0;;;500;0;1;0;943;943;1;1;1;1;1;1;;;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2204.79;21;857;1
1453194;48;;F;S;B;LIMA;42.53;0;;;2300;0;1;0;441;441;1;1;1;1;2;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2986.05;21;769;1
681461;56;;M;S;N;LAMBAYEQUE;56.8;0;;;2200;0;1;0;921;921;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;1;13706.15;46;6757.93;1
1030745;34;605;F;S;D;LIMA;49.4;0;;;500;5;7;650;62;712;4;9;4;9;A;4;9;4;;N/V;No Registró;6;37;3;34;5;6;0;0;1;1;460.43;37;201.12;1
408099;74;883;M;C;C;LIMA;161.53;0;;;2000;0;8;0;1128;1128;9;A;4;9;A;A;A;4;;N/V;No Registró;0;0;0;0;0;0;0;2;0;0;778;2;699;1
2194944;22;;M;S;C;LIMA;9.47;1;1;8.97;1000;0;1;0;201;201;2;1;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2983.77;30;1293;1
1073731;50;;F;S;N;AREQUIPA;46.1;0;;;500;0;2;0;289;289;2;1;2;1;1;4;4;1;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;848.87;30;130.2;1
68639;26;2255;F;S;C;LIMA;68.33;0;;;800;0;2;0;818;818;1;2;2;2;2;2;0;1;;N/V;No Registró;0;0;0;0;0;0;0;1;4;0;802.64;26;171.5;1
6580;46;;M;S;D;LIMA;73.7;0;;;500;0;5;0;62;62;7;A;4;2;4;2;2;2;;N/V;No Registró;6;6;3;0;0;6;400;0;0;1;1385.26;7;500.99;1
963440;36;1355;M;S;N;AREQUIPA;76.17;1;1;25.47;2800;0;1;0;608;608;2;2;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;912.88;17;182.6;1
929325;47;645;M;S;C;LIMA;78.63;0;;;1200;0;1;0;659;659;1;1;1;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;6914.59;71;815.88;1
930312;25;0;F;S;D;LIMA;58.77;0;;;450;0;1;0;362;362;2;1;1;2;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;264.3;3;204.4;1
1604763;36;;F;S;C;LIMA;34.93;0;;;3000;5;2;0;54;54;2;2;4;2;1;1;2;2;;N/V;No Registró;0;0;0;1;0;1;0;0;0;0;884.72;8;399;1
1202436;33;655;M;S;C;LIMA;21.13;1;1;21.07;1100;0;1;0;2066;2066;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;6151.46;55;1872.6;1
771867;32;;F;S;N;PIURA;86.03;0;;;1100;0;2;0;319;319;2;1;2;1;1;4;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;340.6;3;227;1
203967;40;;F;S;B;LIMA;166.47;1;1;2.13;6800;0;2;0;2947;2947;2;2;2;1;2;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3280.5;8;591;1
462809;33;;F;S;C;LIMA;121.27;1;1;40.3;2300;5;3;0;578;578;4;2;2;2;2;4;4;2;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;1860.84;31;276;1
1988083;25;;M;S;D;LIMA;17.67;0;;;500;0;2;0;408;408;1;2;2;2;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;2;2;0;1722.58;38;332.4;1
223774;52;2855;M;C;C;LIMA;158.77;1;2;43.67;3400;0;2;0;2876;2876;1;2;1;1;2;1;2;2;;N/V;No Registró;1;0;0;1;0;0;0;1;6;0;6558.36;54;804.89;1
583140;43;1844;F;S;C;LIMA;94.8;0;;;2500;0;2;2838;662;3500;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;0;0;1550.5;15;543.07;1
1744182;32;3158;M;C;N;CAJAMARCA;28.57;1;1;21.3;4800;0;1;0;362;362;1;1;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;7344.38;30;3010.5;1
1814400;29;;F;S;D;LIMA;25.47;0;;;700;0;1;94;316;410;1;1;1;1;1;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;4;0;2210.3;81;879;1
2144349;34;665;F;S;N;ANCASH;11.37;0;;;800;0;8;0;554;554;A;4;1;9;A;A;A;A;;N/V;No Registró;26;0;0;0;25;26;0;0;0;1;1542.82;29;448.6;1
2057661;33;;M;S;D;LIMA;14.8;0;;;500;0;2;0;488;488;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;1;400;0;3;0;2015.94;40;249;1
361217;52;550;M;C;A;LIMA;131.53;1;1;6.27;9100;0;1;0;2810;2810;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;11;0;3784.32;63;393.29;1
2005529;24;;M;S;D;LIMA;16.97;0;;;500;0;3;0;103;103;4;2;9;4;1;2;1;1;;N/V;No Registró;0;0;13;0;0;16;400;0;0;0;1471.3;24;699;1
128490;49;497;F;V;C;LIMA;110.7;0;;;1980;0;4;102;124;227;9;4;1;9;4;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;838.82;11;204.1;1
1578730;54;;M;S;D;LIMA;36.03;1;1;33.83;250;0;3;0;237;237;4;2;7;4;1;2;1;2;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;2103.02;39;415.9;1
676440;60;855;F;C;N;PIURA;93.27;0;;;1500;0;2;0;455;455;1;2;2;2;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;1621.35;27;260.74;1
1799058;24;;F;S;N;PIURA;26.03;0;;;500;0;5;0;527;527;1;1;9;4;9;4;4;9;;N/V;No Registró;16;0;13;0;0;0;0;0;0;0;1224.42;43;371.14;1
1531500;43;605;M;S;N;LA LIBERTAD;10.6;0;;;700;0;1;0;367;367;1;1;1;2;2;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;1627.66;25;338.75;1
17309;47;1406;M;S;C;LIMA;73.07;1;1;21.7;800;5;5;0;907;907;4;B;A;4;4;2;2;2;;N/V;No Registró;0;0;13;44;0;16;0;0;0;0;1816.66;25;389.14;1
1932146;22;2073;F;S;D;LIMA;20.17;0;;;600;0;6;0;54;54;B;A;4;1;1;7;4;4;;N/V;No Registró;0;0;0;16;46;0;0;0;0;0;2823.81;40;470.54;1
1690134;27;1920;F;S;C;LIMA;30.97;0;;;1400;0;1;0;101;101;1;2;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3003.23;24;699;1
648528;39;605;M;S;N;AREQUIPA;57;0;;;2900;0;1;0;487;487;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5064.96;42;3005.55;1
2087838;24;;F;S;D;LIMA;13.57;0;;;400;0;2;0;210;210;2;2;2;2;2;1;2;2;;N/V;No Registró;0;0;3;6;0;0;0;0;2;0;2525.35;43;267.2;1
43560;36;;F;S;C;LIMA;70.9;0;;;1080;0;2;487;344;830;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2547.43;27;541.34;1
760744;33;;F;S;C;LIMA;86.67;0;;;3100;0;5;0;412;412;9;4;9;4;2;2;4;4;;N/V;No Registró;0;11;0;11;0;0;0;0;0;3;2231.44;21;584.9;1
2183164;25;;F;S;C;LIMA;9.93;0;;;1000;0;2;0;969;969;2;2;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;1;2;1;4261.96;71;935.1;1
469196;32;1123;F;S;C;LIMA;113.53;0;;;2100;0;1;0;127;127;0;0;0;1;1;1;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1014.92;16;279;1
1017042;52;687;F;S;C;LIMA;50.47;0;;;1500;0;4;199;1164;1363;2;2;7;4;1;7;4;7;;N/V;No Registró;0;0;0;0;0;0;0;0;0;4;883.17;8;303.34;1
662117;34;;F;S;C;LIMA;116.37;0;;;1800;0;2;735;1540;2275;2;1;1;1;1;7;4;1;;N/V;No Registró;0;0;0;0;0;0;0;0;5;0;114.82;6;40;1
1015548;36;921;M;C;C;LIMA;50.53;0;;;1300;0;1;0;148;148;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2380.75;35;485.22;1
1756971;46;768;F;S;C;LIMA;27.97;0;;;1000;0;2;1300;785;2085;1;1;1;1;0;1;1;9;;N/V;No Registró;0;0;0;0;0;6;0;0;0;0;476.84;16;172.25;1
186068;27;;F;S;C;LIMA;55.43;0;;;4500;0;1;0;2100;2100;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2339.4;6;1690;1
1818751;26;758;M;S;D;LIMA;25.27;0;;;700;5;5;200;1389;1590;A;4;4;9;4;2;1;1;;N/V;No Registró;0;16;0;0;15;46;0;0;0;2;1868;2;1269;1
1558579;45;3087;M;S;C;LIMA;36.93;0;;;3700;0;2;0;910;910;2;2;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;1;0;0;0;0;3112.89;41;1399;1
1618361;42;550;M;S;N;LA LIBERTAD;34.33;1;1;34.27;400;0;1;0;445;445;1;2;2;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1446.76;31;339.4;1
885390;57;2097;F;C;C;LIMA;53.37;0;;;1400;0;5;0;45;45;9;A;4;2;1;1;2;1;;N/V;No Registró;0;0;3;6;0;6;0;0;0;0;1863.65;27;475.44;1
188076;40;;F;S;C;LIMA;58.23;0;;;2400;0;1;0;139;139;2;1;2;1;1;2;0;0;;N/V;No Registró;0;1;0;0;0;1;0;0;0;0;1673.39;15;288;1
51776;39;3200;M;S;C;LIMA;59.67;1;1;34.53;1900;0;2;0;469;469;1;1;1;4;2;2;2;2;;N/V;No Registró;0;11;8;0;0;0;0;0;0;0;5756.69;43;678.63;1
496935;36;1300;M;S;C;LIMA;104.23;1;1;37.13;2200;0;2;1249;585;1834;2;2;1;2;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4337.26;52;869;1
92970;30;;M;S;C;LIMA;65.87;1;1;51;1300;0;1;934;2100;3034;1;1;1;1;0;1;1;1;;N/V;No Registró;;0;0;0;0;1;0;0;0;0;3066.36;18;916.9;1
295781;45;;M;S;C;LIMA;58.1;0;;;500;0;1;0;166;166;1;1;1;1;0;0;0;0;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;525.85;4;284.25;1
484330;36;550;F;S;C;LIMA;105.8;0;;;3700;0;3;0;3615;3615;2;7;4;2;2;2;4;2;;N/V;No Registró;0;0;0;0;0;0;0;2;1;0;3740.76;53;977.8;1
1052753;29;;F;S;C;LIMA;47.77;0;;;800;5;9;0;712;712;A;A;4;9;A;B;A;A;;N/V;No Registró;21;21;0;0;20;21;0;0;0;0;298;2;298;1
1991370;40;;M;S;D;LIMA;17.6;1;2;17.47;700;5;2;0;343;343;2;1;1;2;2;2;4;1;;N/V;No Registró;1;0;0;0;0;1;0;0;2;0;1165.75;25;262.06;1
1513360;25;735;F;S;D;LIMA;38.93;1;1;35.87;600;5;5;0;206;206;1;7;A;4;9;4;9;1;;N/V;No Registró;1;1;0;0;0;1;0;0;2;0;1540.66;44;520;1
510180;48;;M;C;C;LIMA;102.8;0;;;1000;0;6;933;645;1578;A;A;4;9;4;1;1;4;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;1542.23;34;682.28;1
413197;38;1599;F;S;D;LIMA;157.37;0;;;188;0;3;0;170;170;4;2;2;2;2;2;9;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1687.58;56;139.59;1
1982791;33;4200;M;S;A;LIMA;17.87;0;;;8400;0;1;0;1064;1064;1;0;0;1;0;1;0;1;;N/V;No Registró;0;1;0;1;0;0;0;0;0;0;3325.03;12;1633;1
877307;54;531;M;C;B;LIMA;80.57;0;;;3100;0;2;7291;3020;10311;2;4;4;1;2;2;2;2;;N/V;No Registró;1;0;0;1;0;1;0;2;6;0;454.26;23;99;1
576531;44;;F;S;A;LIMA;95.27;0;;;4000;0;2;0;1319;1319;2;2;2;2;1;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3733.07;20;2269;1
54171;37;676;M;S;N;PIURA;69.83;1;1;11.47;1950;0;2;97;1601;1698;4;1;1;1;1;2;4;4;;N/V;No Registró;0;0;0;0;10;11;;0;0;0;1753.75;30;261.7;1
736150;35;3068;F;S;C;LIMA;88.7;0;;;4400;0;2;0;3498;3498;2;2;1;1;1;1;2;4;;N/V;No Registró;0;0;0;0;5;0;0;0;9;0;3601.97;27;1032.5;1
1009637;27;;M;S;N;LAMBAYEQUE;51.1;0;;;500;5;3;0;462;462;2;2;2;2;1;2;2;9;;N/V;No Registró;0;1;0;1;0;1;400;0;2;0;1418;6;598;1
984157;29;;F;S;D;LIMA;74.57;0;;;700;0;3;0;673;673;2;2;2;2;2;2;9;4;;N/V;No Registró;0;0;0;0;0;0;0;0;5;0;1599.67;19;294.92;1
1612421;38;;M;S;N;AREQUIPA;34.6;1;1;34.5;1000;0;7;0;172;172;B;A;B;A;4;1;2;2;;N/V;No Registró;1;32;29;31;61;1;0;1;0;4;4756.7;8;3571;1
283870;47;;F;C;A;LIMA;131.97;0;;;5000;0;1;0;172;172;1;1;2;1;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2419.5;61;766.9;1
954672;36;927;M;C;C;LIMA;76.83;1;2;53.57;4400;0;1;0;2927;2927;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;1;0;5036.31;59;2050.53;1
665201;29;2000;F;S;B;LIMA;56.87;0;;;2700;0;3;0;1690;1690;A;4;1;1;1;2;1;1;;N/V;No Registró;0;0;0;11;0;0;0;0;0;0;2226.76;41;691.7;1
165385;52;3555;M;S;N;AREQUIPA;61.97;0;;;1800;0;4;2219;1357;3575;2;2;4;A;4;4;9;4;;N/V;No Registró;0;26;0;0;0;0;0;0;0;0;115.1;3;43.3;1
546007;49;700;F;S;C;LIMA;97.77;1;1;10.57;900;0;5;0;844;844;9;4;4;9;4;4;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;10;0;5540.11;33;2197;1
1038674;42;1457;F;S;C;LIMA;48.83;0;;;1000;0;6;0;365;365;B;A;A;4;4;1;1;1;;N/V;No Registró;0;0;0;21;0;0;0;0;0;0;2788.9;13;921.9;1
2074669;26;1255;F;S;D;LIMA;14.1;0;;;700;0;1;0;638;638;1;2;1;1;1;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5252.34;42;1064.8;1
1054859;30;;F;S;N;AREQUIPA;47.57;1;1;20.97;2800;0;2;463;2598;3061;1;1;2;1;2;4;4;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;4473.35;66;1743.5;1
1072398;34;3068;M;S;A;LIMA;46.2;0;;;3900;0;2;0;538;538;1;4;1;1;1;1;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;6;0;9992.4;62;2661.86;1
741405;38;2814;M;S;N;AREQUIPA;88.37;0;;;3300;0;1;7216;439;7654;1;1;1;1;0;1;1;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;79;1;79;1
2073775;23;550;F;S;D;LIMA;14.17;1;2;13.27;400;0;2;0;438;438;1;1;1;1;1;1;A;4;;N/V;No Registró;26;0;0;0;0;0;400;0;0;0;1307.11;28;330.1;1
1156484;60;271;F;S;D;LIMA;24.4;0;;;500;0;1;1551;162;1713;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1437.62;24;196.92;1
1672672;68;;M;S;D;LIMA;31.8;1;1;31.4;400;0;5;0;307;307;1;7;4;2;B;A;4;2;;N/V;No Registró;62;1;0;0;0;0;0;1;1;0;2235.45;42;310.06;1
2041150;34;1061;M;S;C;LIMA;15.43;0;;;1200;0;6;0;232;232;B;B;A;1;1;1;1;1;;N/V;No Registró;0;0;18;49;79;0;0;0;0;2;379.85;13;319.95;1
299749;58;6200;M;C;B;LIMA;167.17;0;;;3750;0;4;0;1717;1717;4;1;2;2;9;4;9;4;;N/V;No Registró;1;1;0;0;0;1;0;2;0;0;2117.57;13;1000;1
755599;41;810;F;C;N;AREQUIPA;87.07;1;1;28.8;1800;0;4;0;124;124;1;2;2;4;9;A;4;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1071.3;13;286.9;1
2094764;28;987;M;S;C;LIMA;13.3;0;;;500;0;1;408;154;562;2;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1497.08;13;488;1
289814;51;914;M;C;N;PIURA;58.2;1;1;56.67;2200;0;2;0;2448;2448;2;2;2;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;2;0;6095.64;70;1118;1
70286;48;971;F;S;C;LIMA;59.6;1;2;56.93;1350;5;3;0;1654;1654;4;2;9;4;1;1;2;1;;Ref.C;Registró Refinanciación;0;11;0;0;10;41;0;1;6;1;1018.68;52;92.7;1
963097;44;708;F;S;C;LIMA;76.17;0;;;3900;0;1;0;699;699;1;1;0;0;1;1;1;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1138;2;569;1
833380;44;;F;V;N;AREQUIPA;53.73;1;2;15.5;1650;0;2;0;1943;1943;2;2;2;1;4;4;2;2;;N/V;No Registró;6;0;3;0;0;6;0;0;3;0;4474.17;55;1652;1
560277;34;2537;M;S;C;LIMA;57.23;0;;;5200;0;1;1701;420;2121;1;2;1;0;0;0;1;1;;N/V;No Registró;;0;0;0;0;0;0;0;0;0;862.93;7;294.6;1
738685;53;3944;F;S;N;LA LIBERTAD;88.5;0;;;6200;0;3;0;208;208;2;4;2;1;2;2;9;4;;N/V;No Registró;0;0;0;0;0;0;302;0;0;0;2472.83;20;571.73;1
1040403;39;;M;S;B;LIMA;48.7;1;1;48.37;4800;0;1;0;729;729;1;1;1;1;1;1;1;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;5076.57;104;792;1
553328;76;715;M;C;D;LIMA;96.9;0;;;400;0;1;0;429;429;1;2;1;1;1;1;1;1;;N/V;No Registró;1;1;0;0;0;0;400;0;0;0;1312.42;20;350.72;1
2199906;23;;M;S;C;LIMA;9.3;0;;;1000;0;2;0;1028;1028;2;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;1;0;0;2694.25;20;954.05;1
677008;39;1055;M;S;C;LIMA;93.23;0;;;1900;0;2;3850;2821;6671;1;1;4;2;2;2;2;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;9170.34;40;3347.87;1
127286;65;;M;D;C;LIMA;110.8;0;;;2600;0;1;0;6492;6492;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;4;0;3155.48;55;550;1
1851959;29;;M;S;D;LIMA;24;1;1;24;400;5;4;0;104;104;A;1;1;7;4;2;4;2;;N/V;No Registró;1;0;0;1;31;62;0;0;1;3;509.1;13;267.1;1
1730570;39;;M;S;D;LIMA;29.23;0;;;400;5;7;0;286;286;A;4;9;4;1;B;A;4;;N/V;No Registró;0;0;13;0;15;16;400;0;0;1;1121.42;37;279;1
1557433;27;;M;S;D;LIMA;36.97;1;1;2.47;500;5;5;0;432;432;A;A;4;2;1;2;2;1;;N/V;No Registró;0;1;0;1;31;62;0;0;4;2;2201.6;24;418;1
1822552;35;;M;S;C;LIMA;25.13;1;1;25.1;2100;0;2;0;2165;2165;2;2;2;2;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;2;0;1;11480.68;109;1085.04;1
703275;50;;F;C;C;LIMA;91.7;0;;;4000;0;2;581;1;581;1;1;1;9;4;1;1;1;;N/V;No Registró;1;0;0;0;0;0;;0;0;0;3400.48;26;2604.61;1
607896;34;;M;S;C;LIMA;143.47;0;;;2300;0;6;0;452;452;A;1;0;0;1;A;A;4;;N/V;No Registró;1;0;0;1;31;1;0;0;0;2;6781.87;10;5256.13;1
1935674;41;796;M;S;N;PIURA;19.97;0;;;300;0;1;0;208;208;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;545;3;290;1
1843540;55;6584;M;S;N;CAJAMARCA;24.37;1;2;23.37;10000;0;1;1789;782;2571;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;4108.28;64;924.14;1
272651;37;3819;M;S;A;LIMA;137.07;0;;;4700;0;4;1855;835;2690;9;4;4;2;2;4;2;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1366.41;14;526.71;1
424273;52;0;M;C;B;LIMA;148.6;1;1;3.03;5500;0;5;0;910;910;9;4;2;2;4;4;4;7;;Ref.C;Registró Refinanciación;6;6;3;6;36;6;0;0;3;2;1113.85;9;352.56;1
1482653;60;2157;M;S;N;PIURA;40.63;0;;;8600;0;1;17642;5340;22982;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;2828.7;64;705.4;1
553999;39;1300;F;S;B;LIMA;96.87;0;;;5000;0;2;0;1277;1277;2;2;2;2;2;2;2;2;;N/V;No Registró;1;1;0;1;0;1;0;0;0;0;979.14;28;269.3;1
2090829;28;;M;S;D;LIMA;13.43;0;;;500;0;1;0;419;419;1;2;2;2;1;1;1;1;;N/V;No Registró;0;1;0;1;0;0;0;0;0;0;1690.73;55;120.53;1
12611;51;786;F;S;N;AREQUIPA;73.4;0;;;1400;0;3;1514;1166;2680;2;2;9;4;1;2;1;1;;N/V;No Registró;0;0;23;0;0;0;0;0;1;0;866.79;10;454.5;1
954961;43;604;F;C;C;LIMA;76.83;0;;;2100;0;4;0;108;108;1;9;4;7;4;1;1;2;;N/V;No Registró;11;0;8;0;0;11;0;0;0;0;324.8;6;120.8;1
990448;54;802;F;S;C;LIMA;52.73;0;;;1000;0;3;188;1128;1316;2;1;2;2;4;9;4;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1055.19;11;268.8;1
1046970;29;3210;F;S;A;LIMA;48.2;1;1;48.17;4600;0;2;2778;678;3457;2;2;2;2;2;1;2;1;;N/V;No Registró;1;1;0;0;0;0;0;0;0;0;7213.64;71;2276.8;1
221462;57;5445;M;C;A;LIMA;159.8;0;;;13600;0;2;0;5702;5702;4;2;2;2;2;2;2;2;;N/V;No Registró;0;0;0;0;5;0;0;0;0;0;4662.8;8;3111.4;1
1214977;31;1905;M;S;N;LA LIBERTAD;39.17;0;;;1400;5;3;2101;1602;3703;4;2;2;2;4;1;2;2;;N/V;No Registró;1;1;0;1;0;1;0;1;1;0;1676.51;29;416.6;1
1473811;23;;M;S;D;LIMA;13.6;1;2;13.57;500;0;2;0;468;468;1;2;1;2;1;2;2;1;;N/V;No Registró;0;0;0;0;0;0;956;2;0;0;1827.54;86;386.73;1
94852;45;302;F;S;N;AREQUIPA;65.67;0;;;1300;0;2;1725;417;2141;2;2;2;1;2;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;895.2;21;108.8;1
2054353;24;716;M;S;C;LIMA;14.9;0;;;800;5;6;0;200;200;A;4;9;4;1;9;4;2;;N/V;No Registró;0;0;23;0;25;26;0;0;0;0;842.55;13;420;1
46286;28;681;M;S;C;LIMA;70.6;1;1;54.17;900;0;5;0;852;852;1;1;1;1;B;B;A;A;;N/V;No Registró;82;0;0;0;0;0;0;0;0;0;4487.71;30;4221.31;1
2137650;30;1200;F;S;C;LIMA;11.63;1;1;11.43;1500;0;1;0;207;207;1;1;0;0;1;2;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;559.01;14;206.5;1
103566;50;1000;F;S;B;LIMA;117.8;1;1;28.27;6400;0;3;0;3525;3525;2;2;2;1;1;9;A;4;;N/V;No Registró;0;0;0;0;0;0;0;1;0;4;8451.08;60;2048.04;1
1839988;42;;F;S;C;LIMA;24.47;0;;;1000;0;2;0;795;795;1;2;2;1;2;1;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;4;0;2728.61;38;592.85;1
1749832;60;;M;C;D;LIMA;13.47;1;1;11.97;400;5;3;0;46;46;1;2;1;1;2;9;A;2;;N/V;No Registró;0;0;0;0;0;0;400;0;0;0;784.87;14;227.9;1
207099;62;2000;M;C;A;LIMA;165.27;0;;;4200;0;1;0;406;406;1;1;1;2;2;2;1;1;;N/V;No Registró;0;0;0;0;0;16;0;0;0;0;2122.3;13;724.5;1
2294113;25;370;F;S;D;LIMA;6.07;0;;;400;0;1;0;375;375;1;2;2;1;1;;;;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;1083.58;31;227.92;1
558503;57;1410;M;C;C;LIMA;96.43;1;1;39.1;2800;5;2;0;1604;1604;1;4;1;1;1;1;4;0;;N/V;No Registró;0;0;0;11;0;11;0;0;0;0;101.48;2;60.48;1
251460;37;;M;S;C;LIMA;144.37;0;;;1100;0;5;0;1280;1280;4;7;4;9;4;4;1;2;;N/V;No Registró;1;1;0;0;0;1;956;2;0;3;1630.44;48;143.2;1
678763;61;1000;F;C;C;LIMA;93.03;0;;;1500;0;6;0;1007;1007;2;9;A;A;4;4;4;4;;N/V;No Registró;11;11;8;11;0;11;300;0;1;0;3179.07;91;587.43;1
1942091;35;550;M;S;N;LA LIBERTAD;19.67;0;;;400;0;2;0;294;294;1;2;2;1;2;2;1;2;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;3174.65;25;817;1
2241022;21;749;M;S;N;PIURA;7.9;0;;;700;0;1;0;333;333;1;2;1;1;2;1;0;;;N/V;No Registró;0;0;0;0;0;1;0;0;2;0;1129.93;41;194.67;1
135572;69;1925;M;C;C;LIMA;110.1;0;;;3300;0;2;0;1107;1107;2;2;1;1;2;2;1;1;;N/V;No Registró;1;0;0;1;0;0;300;0;0;0;3787.3;15;728.9;1
1049254;24;1500;M;S;C;LIMA;48;0;;;2000;5;2;1795;4541;6336;1;1;1;2;2;2;4;4;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;10422.4;27;4067.2;1
840860;41;1100;M;S;C;LIMA;83.03;0;;;3000;0;1;0;4710;4710;1;1;1;1;1;1;1;1;;N/V;No Registró;0;0;0;0;0;0;0;0;0;0;11054.96;56;2238.8;1
626646;32;1903;F;S;B;LIMA;137.8;0;;;1200;0;5;0;844;844;2;2;2;4;9;A;A;A;;N/V;No Registró;16;0;0;0;0;0;0;0;1;0;4045.4;44;776.8;1
141647;29;;F;S;C;LIMA;64.8;0;;;1200;0;4;0;697;697;4;2;9;4;1;1;1;9;;N/V;No Registró;0;0;13;0;0;16;0;0;0;0;1874.34;16;400;1
